id,name,slug,generation,region,type,type2,tier,assigned_move,assigned_move_type,assignment_reason,sfx_file,sfx_bytes,source_move_file
518,Musharna,musharna,5,Unova,psychic,,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0518_musharna__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
519,Pidove,pidove,5,Unova,normal,flying,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0519_pidove__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
520,Tranquill,tranquill,5,Unova,normal,flying,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0520_tranquill__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
521,Unfezant,unfezant,5,Unova,normal,flying,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0521_unfezant__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
522,Blitzle,blitzle,5,Unova,electric,,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-5-unova/0522_blitzle__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
523,Zebstrika,zebstrika,5,Unova,electric,,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-5-unova/0523_zebstrika__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
524,Roggenrola,roggenrola,5,Unova,rock,,1,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-5-unova/0524_roggenrola__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
525,Boldore,boldore,5,Unova,rock,,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-5-unova/0525_boldore__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
526,Gigalith,gigalith,5,Unova,rock,,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-5-unova/0526_gigalith__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
527,Woobat,woobat,5,Unova,psychic,flying,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0527_woobat__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
528,Swoobat,swoobat,5,Unova,psychic,flying,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0528_swoobat__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
529,Drilbur,drilbur,5,Unova,ground,,2,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0529_drilbur__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
530,Excadrill,excadrill,5,Unova,ground,steel,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0530_excadrill__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
531,Audino,audino,5,Unova,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0531_audino__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
532,Timburr,timburr,5,Unova,fighting,,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-5-unova/0532_timburr__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
533,Gurdurr,gurdurr,5,Unova,fighting,,2,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-5-unova/0533_gurdurr__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
534,Conkeldurr,conkeldurr,5,Unova,fighting,,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-5-unova/0534_conkeldurr__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
535,Tympole,tympole,5,Unova,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0535_tympole__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
536,Palpitoad,palpitoad,5,Unova,water,ground,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0536_palpitoad__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
537,Seismitoad,seismitoad,5,Unova,water,ground,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0537_seismitoad__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
538,Throh,throh,5,Unova,fighting,,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-5-unova/0538_throh__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
539,Sawk,sawk,5,Unova,fighting,,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-5-unova/0539_sawk__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
540,Sewaddle,sewaddle,5,Unova,bug,grass,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0540_sewaddle__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
541,Swadloon,swadloon,5,Unova,bug,grass,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0541_swadloon__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
542,Leavanny,leavanny,5,Unova,bug,grass,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0542_leavanny__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
543,Venipede,venipede,5,Unova,bug,poison,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0543_venipede__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
544,Whirlipede,whirlipede,5,Unova,bug,poison,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0544_whirlipede__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
545,Scolipede,scolipede,5,Unova,bug,poison,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0545_scolipede__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
546,Cottonee,cottonee,5,Unova,grass,fairy,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0546_cottonee__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
547,Whimsicott,whimsicott,5,Unova,grass,fairy,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0547_whimsicott__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
548,Petilil,petilil,5,Unova,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0548_petilil__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
549,Lilligant,lilligant,5,Unova,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0549_lilligant__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
550,Basculin,basculin,5,Unova,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0550_basculin__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
551,Sandile,sandile,5,Unova,ground,dark,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0551_sandile__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
552,Krokorok,krokorok,5,Unova,ground,dark,2,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0552_krokorok__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
553,Krookodile,krookodile,5,Unova,ground,dark,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0553_krookodile__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
554,Darumaka,darumaka,5,Unova,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-5-unova/0554_darumaka__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
555,Darmanitan,darmanitan,5,Unova,fire,,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-5-unova/0555_darmanitan__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
556,Maractus,maractus,5,Unova,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0556_maractus__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
557,Dwebble,dwebble,5,Unova,bug,rock,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0557_dwebble__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
558,Crustle,crustle,5,Unova,bug,rock,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0558_crustle__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
559,Scraggy,scraggy,5,Unova,dark,fighting,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0559_scraggy__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
560,Scrafty,scrafty,5,Unova,dark,fighting,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0560_scrafty__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
561,Sigilyph,sigilyph,5,Unova,psychic,flying,1,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0561_sigilyph__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
562,Yamask,yamask,5,Unova,ghost,,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-5-unova/0562_yamask__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
563,Cofagrigus,cofagrigus,5,Unova,ghost,,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-5-unova/0563_cofagrigus__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
564,Tirtouga,tirtouga,5,Unova,water,rock,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0564_tirtouga__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
565,Carracosta,carracosta,5,Unova,water,rock,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0565_carracosta__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
566,Archen,archen,5,Unova,rock,flying,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-5-unova/0566_archen__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
567,Archeops,archeops,5,Unova,rock,flying,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-5-unova/0567_archeops__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
568,Trubbish,trubbish,5,Unova,poison,,2,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-5-unova/0568_trubbish__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
569,Garbodor,garbodor,5,Unova,poison,,3,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-5-unova/0569_garbodor__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
570,Zorua,zorua,5,Unova,dark,,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0570_zorua__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
571,Zoroark,zoroark,5,Unova,dark,,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0571_zoroark__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
572,Minccino,minccino,5,Unova,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0572_minccino__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
573,Cinccino,cinccino,5,Unova,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0573_cinccino__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
574,Gothita,gothita,5,Unova,psychic,,1,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0574_gothita__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
575,Gothorita,gothorita,5,Unova,psychic,,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0575_gothorita__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
576,Gothitelle,gothitelle,5,Unova,psychic,,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0576_gothitelle__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
577,Solosis,solosis,5,Unova,psychic,,1,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0577_solosis__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
578,Duosion,duosion,5,Unova,psychic,,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0578_duosion__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
579,Reuniclus,reuniclus,5,Unova,psychic,,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0579_reuniclus__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
580,Ducklett,ducklett,5,Unova,water,flying,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0580_ducklett__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
581,Swanna,swanna,5,Unova,water,flying,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0581_swanna__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
582,Vanillite,vanillite,5,Unova,ice,,1,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-5-unova/0582_vanillite__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
583,Vanillish,vanillish,5,Unova,ice,,2,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-5-unova/0583_vanillish__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
584,Vanilluxe,vanilluxe,5,Unova,ice,,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-5-unova/0584_vanilluxe__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
585,Deerling,deerling,5,Unova,normal,grass,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0585_deerling__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
586,Sawsbuck,sawsbuck,5,Unova,normal,grass,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0586_sawsbuck__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
587,Emolga,emolga,5,Unova,electric,flying,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-5-unova/0587_emolga__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
588,Karrablast,karrablast,5,Unova,bug,,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0588_karrablast__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
589,Escavalier,escavalier,5,Unova,bug,steel,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0589_escavalier__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
590,Foongus,foongus,5,Unova,grass,poison,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0590_foongus__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
591,Amoonguss,amoonguss,5,Unova,grass,poison,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0591_amoonguss__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
592,Frillish,frillish,5,Unova,water,ghost,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0592_frillish__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
593,Jellicent,jellicent,5,Unova,water,ghost,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0593_jellicent__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
594,Alomomola,alomomola,5,Unova,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0594_alomomola__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
595,Joltik,joltik,5,Unova,bug,electric,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0595_joltik__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
596,Galvantula,galvantula,5,Unova,bug,electric,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0596_galvantula__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
597,Ferroseed,ferroseed,5,Unova,grass,steel,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0597_ferroseed__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
598,Ferrothorn,ferrothorn,5,Unova,grass,steel,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0598_ferrothorn__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
599,Klink,klink,5,Unova,steel,,1,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-5-unova/0599_klink__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
600,Klang,klang,5,Unova,steel,,2,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-5-unova/0600_klang__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
601,Klinklang,klinklang,5,Unova,steel,,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-5-unova/0601_klinklang__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
602,Tynamo,tynamo,5,Unova,electric,,1,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-5-unova/0602_tynamo__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
603,Eelektrik,eelektrik,5,Unova,electric,,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-5-unova/0603_eelektrik__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
604,Eelektross,eelektross,5,Unova,electric,,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-5-unova/0604_eelektross__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
605,Elgyem,elgyem,5,Unova,psychic,,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0605_elgyem__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
606,Beheeyem,beheeyem,5,Unova,psychic,,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-5-unova/0606_beheeyem__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
607,Litwick,litwick,5,Unova,ghost,fire,1,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-5-unova/0607_litwick__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
608,Lampent,lampent,5,Unova,ghost,fire,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-5-unova/0608_lampent__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
609,Chandelure,chandelure,5,Unova,ghost,fire,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-5-unova/0609_chandelure__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
610,Axew,axew,5,Unova,dragon,,1,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-5-unova/0610_axew__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
611,Fraxure,fraxure,5,Unova,dragon,,2,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-5-unova/0611_fraxure__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
612,Haxorus,haxorus,5,Unova,dragon,,3,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-5-unova/0612_haxorus__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
613,Cubchoo,cubchoo,5,Unova,ice,,2,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-5-unova/0613_cubchoo__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
614,Beartic,beartic,5,Unova,ice,,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-5-unova/0614_beartic__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
615,Cryogonal,cryogonal,5,Unova,ice,,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-5-unova/0615_cryogonal__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
616,Shelmet,shelmet,5,Unova,bug,,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0616_shelmet__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
617,Accelgor,accelgor,5,Unova,bug,,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0617_accelgor__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
618,Stunfisk,stunfisk,5,Unova,ground,electric,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0618_stunfisk__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
619,Mienfoo,mienfoo,5,Unova,fighting,,2,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-5-unova/0619_mienfoo__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
620,Mienshao,mienshao,5,Unova,fighting,,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-5-unova/0620_mienshao__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
621,Druddigon,druddigon,5,Unova,dragon,,3,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-5-unova/0621_druddigon__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
622,Golett,golett,5,Unova,ground,ghost,2,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0622_golett__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
623,Golurk,golurk,5,Unova,ground,ghost,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0623_golurk__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
624,Pawniard,pawniard,5,Unova,dark,steel,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0624_pawniard__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
625,Bisharp,bisharp,5,Unova,dark,steel,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0625_bisharp__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
626,Bouffalant,bouffalant,5,Unova,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0626_bouffalant__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
627,Rufflet,rufflet,5,Unova,normal,flying,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0627_rufflet__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
628,Braviary,braviary,5,Unova,normal,flying,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0628_braviary__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
629,Vullaby,vullaby,5,Unova,dark,flying,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0629_vullaby__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
630,Mandibuzz,mandibuzz,5,Unova,dark,flying,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0630_mandibuzz__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
631,Heatmor,heatmor,5,Unova,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-5-unova/0631_heatmor__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
632,Durant,durant,5,Unova,bug,steel,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0632_durant__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
633,Deino,deino,5,Unova,dark,dragon,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0633_deino__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
634,Zweilous,zweilous,5,Unova,dark,dragon,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0634_zweilous__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
635,Hydreigon,hydreigon,5,Unova,dark,dragon,1,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-5-unova/0635_hydreigon__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
636,Larvesta,larvesta,5,Unova,bug,fire,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0636_larvesta__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
637,Volcarona,volcarona,5,Unova,bug,fire,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0637_volcarona__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
638,Cobalion,cobalion,5,Unova,steel,fighting,4,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-5-unova/0638_cobalion__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
