index,move_name,move_slug,inferred_type,source_zip,source_file,source_bytes,compressed_file,compressed_bytes,compressed_duration_seconds
505,Magma Storm turn damage,magma-storm-turn-damage,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Magma Storm turn damage.mp3,242938,attack-move-sfx-compressed/normal/magma-storm-turn-damage.ogg,2754,1.157
506,Magma Storm,magma-storm,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Magma Storm.mp3,367257,attack-move-sfx-compressed/normal/magma-storm.ogg,2823,1.157
507,Magnet Bomb,magnet-bomb,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Magnet Bomb.mp3,231420,attack-move-sfx-compressed/normal/magnet-bomb.ogg,2768,1.157
508,Magnet Rise,magnet-rise,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Magnet Rise.mp3,236645,attack-move-sfx-compressed/normal/magnet-rise.ogg,2780,1.157
509,Magnetic Flux,magnetic-flux,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Magnetic Flux.mp3,206347,attack-move-sfx-compressed/normal/magnetic-flux.ogg,2749,1.157
510,Magnitude,magnitude,ground,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Magnitude.mp3,397555,attack-move-sfx-compressed/ground/magnitude.ogg,2813,1.157
511,Malicious Moonsault part 1,malicious-moonsault-part-1,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Malicious Moonsault part 1.mp3,163532,attack-move-sfx-compressed/fairy/malicious-moonsault-part-1.ogg,3172,1.157
512,Malicious Moonsault part 2,malicious-moonsault-part-2,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Malicious Moonsault part 2.mp3,378781,attack-move-sfx-compressed/fairy/malicious-moonsault-part-2.ogg,2813,1.157
513,Malicious Moonsault part 3,malicious-moonsault-part-3,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Malicious Moonsault part 3.mp3,642095,attack-move-sfx-compressed/fairy/malicious-moonsault-part-3.ogg,2824,1.157
514,Malicious Moonsault,malicious-moonsault,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Malicious Moonsault.mp3,990032,attack-move-sfx-compressed/fairy/malicious-moonsault.ogg,3180,1.157
515,Mat Block,mat-block,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mat Block.mp3,184396,attack-move-sfx-compressed/normal/mat-block.ogg,2844,1.157
516,Me First,me-first,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Me First.mp3,208427,attack-move-sfx-compressed/normal/me-first.ogg,2814,1.157
517,Mean Look,mean-look,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mean Look.mp3,276347,attack-move-sfx-compressed/normal/mean-look.ogg,2739,1.157
518,Meditate,meditate,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Meditate.mp3,211561,attack-move-sfx-compressed/normal/meditate.ogg,3161,1.157
519,Mega Drain part 1,mega-drain-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mega Drain part 1.mp3,220983,attack-move-sfx-compressed/normal/mega-drain-part-1.ogg,2812,1.157
520,Mega Drain,mega-drain,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mega Drain.mp3,311875,attack-move-sfx-compressed/normal/mega-drain.ogg,2824,1.157
521,Mega Kick,mega-kick,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mega Kick.mp3,195890,attack-move-sfx-compressed/fighting/mega-kick.ogg,2783,1.157
522,Mega Punch,mega-punch,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mega Punch.mp3,179173,attack-move-sfx-compressed/fighting/mega-punch.ogg,2636,1.157
523,Megahorn,megahorn,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Megahorn.mp3,286794,attack-move-sfx-compressed/normal/megahorn.ogg,2754,1.157
524,Memento part 1,memento-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Memento part 1.mp3,234561,attack-move-sfx-compressed/normal/memento-part-1.ogg,2965,1.157
525,Memento,memento,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Memento.mp3,310825,attack-move-sfx-compressed/normal/memento.ogg,2963,1.157
526,Menacing Moonraze Maelstrom part 1,menacing-moonraze-maelstrom-part-1,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Menacing Moonraze Maelstrom part 1.mp3,164593,attack-move-sfx-compressed/fairy/menacing-moonraze-maelstrom-part-1.ogg,3262,1.157
527,Menacing Moonraze Maelstrom part 2,menacing-moonraze-maelstrom-part-2,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Menacing Moonraze Maelstrom part 2.mp3,389246,attack-move-sfx-compressed/fairy/menacing-moonraze-maelstrom-part-2.ogg,2892,1.157
528,Menacing Moonraze Maelstrom part 3,menacing-moonraze-maelstrom-part-3,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Menacing Moonraze Maelstrom part 3.mp3,1205311,attack-move-sfx-compressed/fairy/menacing-moonraze-maelstrom-part-3.ogg,2877,1.157
529,Menacing Moonraze Maelstrom,menacing-moonraze-maelstrom,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Menacing Moonraze Maelstrom.mp3,1564742,attack-move-sfx-compressed/fairy/menacing-moonraze-maelstrom.ogg,3271,1.157
530,Metal Burst part 1,metal-burst-part-1,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Metal Burst part 1.mp3,189638,attack-move-sfx-compressed/steel/metal-burst-part-1.ogg,2769,1.157
531,Metal Burst part 2,metal-burst-part-2,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Metal Burst part 2.mp3,175010,attack-move-sfx-compressed/steel/metal-burst-part-2.ogg,2661,1.157
532,Metal Burst,metal-burst,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Metal Burst.mp3,266947,attack-move-sfx-compressed/steel/metal-burst.ogg,2783,1.157
533,Metal Claw,metal-claw,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Metal Claw.mp3,179173,attack-move-sfx-compressed/steel/metal-claw.ogg,2726,1.157
534,Metal Sound,metal-sound,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Metal Sound.mp3,208433,attack-move-sfx-compressed/steel/metal-sound.ogg,2920,1.157
535,Meteor Mash,meteor-mash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Meteor Mash.mp3,257543,attack-move-sfx-compressed/normal/meteor-mash.ogg,2844,1.157
536,Metronome,metronome,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Metronome.mp3,224102,attack-move-sfx-compressed/normal/metronome.ogg,2799,1.157
537,Milk Drink,milk-drink,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Milk Drink.mp3,294112,attack-move-sfx-compressed/normal/milk-drink.ogg,1748,1.157
538,Mimic,mimic,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mimic.mp3,246037,attack-move-sfx-compressed/normal/mimic.ogg,3191,1.157
539,Mind Blown,mind-blown,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mind Blown.mp3,233508,attack-move-sfx-compressed/psychic/mind-blown.ogg,2969,1.157
540,Mind Reader,mind-reader,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mind Reader.mp3,218882,attack-move-sfx-compressed/psychic/mind-reader.ogg,2888,1.157
541,Minimize,minimize,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Minimize.mp3,183349,attack-move-sfx-compressed/normal/minimize.ogg,2804,1.157
542,Miracle Eye,miracle-eye,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Miracle Eye.mp3,225151,attack-move-sfx-compressed/normal/miracle-eye.ogg,2809,1.157
543,Mirror Coat,mirror-coat,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mirror Coat.mp3,182310,attack-move-sfx-compressed/normal/mirror-coat.ogg,2959,1.157
544,Mirror Shot,mirror-shot,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mirror Shot.mp3,230375,attack-move-sfx-compressed/normal/mirror-shot.ogg,2878,1.157
545,Mist Ball,mist-ball,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mist Ball.mp3,227237,attack-move-sfx-compressed/normal/mist-ball.ogg,2828,1.157
546,Misty Terrain part 1,misty-terrain-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Misty Terrain part 1.mp3,205316,attack-move-sfx-compressed/normal/misty-terrain-part-1.ogg,2807,1.157
547,Misty Terrain part 2,misty-terrain-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Misty Terrain part 2.mp3,191732,attack-move-sfx-compressed/normal/misty-terrain-part-2.ogg,2952,1.157
548,Misty Terrain,misty-terrain,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Misty Terrain.mp3,300388,attack-move-sfx-compressed/normal/misty-terrain.ogg,2799,1.157
549,Moonblast,moonblast,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Moonblast.mp3,302469,attack-move-sfx-compressed/fairy/moonblast.ogg,2861,1.157
550,Moongeist Beam,moongeist-beam,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Moongeist Beam.mp3,354724,attack-move-sfx-compressed/fairy/moongeist-beam.ogg,2693,1.157
551,Moonlight part 1,moonlight-part-1,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Moonlight part 1.mp3,222026,attack-move-sfx-compressed/fairy/moonlight-part-1.ogg,3040,1.157
552,Moonlight,moonlight,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Moonlight.mp3,311873,attack-move-sfx-compressed/fairy/moonlight.ogg,3043,1.157
553,Morning Sun part 1,morning-sun-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Morning Sun part 1.mp3,247108,attack-move-sfx-compressed/normal/morning-sun-part-1.ogg,2898,1.157
554,Morning Sun,morning-sun,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Morning Sun.mp3,338000,attack-move-sfx-compressed/normal/morning-sun.ogg,2898,1.157
555,Mud Bomb,mud-bomb,ground,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mud Bomb.mp3,217831,attack-move-sfx-compressed/ground/mud-bomb.ogg,2762,1.157
556,Mud Shot,mud-shot,ground,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mud Shot.mp3,191708,attack-move-sfx-compressed/ground/mud-shot.ogg,2769,1.157
557,Mud Sport,mud-sport,ground,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mud Sport.mp3,191710,attack-move-sfx-compressed/ground/mud-sport.ogg,2777,1.157
558,Mud-Slap,mud-slap,ground,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mud-Slap.mp3,189618,attack-move-sfx-compressed/ground/mud-slap.ogg,2687,1.157
559,Muddy Water,muddy-water,water,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Muddy Water.mp3,305608,attack-move-sfx-compressed/water/muddy-water.ogg,2784,1.157
560,Multi-Attack part 1,multi-attack-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Multi-Attack part 1.mp3,165608,attack-move-sfx-compressed/normal/multi-attack-part-1.ogg,2932,1.157
561,Multi-Attack,multi-attack,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Multi-Attack.mp3,213659,attack-move-sfx-compressed/normal/multi-attack.ogg,2904,1.157
562,Mystical Fire,mystical-fire,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Mystical Fire.mp3,273220,attack-move-sfx-compressed/fire/mystical-fire.ogg,2764,1.157
563,Nasty Plot,nasty-plot,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Nasty Plot.mp3,226194,attack-move-sfx-compressed/normal/nasty-plot.ogg,2743,1.157
564,Natural Gift,natural-gift,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Natural Gift.mp3,248141,attack-move-sfx-compressed/normal/natural-gift.ogg,2835,1.157
565,Nature's Madness,nature-s-madness,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Nature's Madness.mp3,298304,attack-move-sfx-compressed/normal/nature-s-madness.ogg,2862,1.157
566,Needle Arm,needle-arm,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Needle Arm.mp3,155141,attack-move-sfx-compressed/normal/needle-arm.ogg,2724,1.157
567,Never-Ending Nightmare part 1,never-ending-nightmare-part-1,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Never-Ending Nightmare part 1.mp3,158313,attack-move-sfx-compressed/dark/never-ending-nightmare-part-1.ogg,3255,1.157
568,Never-Ending Nightmare part 2,never-ending-nightmare-part-2,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Never-Ending Nightmare part 2.mp3,424762,attack-move-sfx-compressed/dark/never-ending-nightmare-part-2.ogg,2891,1.157
569,Never-Ending Nightmare part 3,never-ending-nightmare-part-3,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Never-Ending Nightmare part 3.mp3,674493,attack-move-sfx-compressed/dark/never-ending-nightmare-part-3.ogg,2860,1.157
570,Never-Ending Nightmare,never-ending-nightmare,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Never-Ending Nightmare.mp3,1063181,attack-move-sfx-compressed/dark/never-ending-nightmare.ogg,3240,1.157
571,Night Daze,night-daze,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Night Daze.mp3,214700,attack-move-sfx-compressed/dark/night-daze.ogg,2820,1.157
572,Night Shade,night-shade,ghost,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Night Shade.mp3,235600,attack-move-sfx-compressed/ghost/night-shade.ogg,2744,1.157
573,Night Slash,night-slash,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Night Slash.mp3,216792,attack-move-sfx-compressed/dark/night-slash.ogg,2819,1.157
574,Nightmare,nightmare,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Nightmare.mp3,256494,attack-move-sfx-compressed/dark/nightmare.ogg,2773,1.157
575,Noble Roar,noble-roar,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Noble Roar.mp3,208431,attack-move-sfx-compressed/normal/noble-roar.ogg,2783,1.157
576,Nuzzle,nuzzle,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Nuzzle.mp3,191704,attack-move-sfx-compressed/normal/nuzzle.ogg,2782,1.157
577,Oblivion Wing,oblivion-wing,flying,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Oblivion Wing.mp3,350543,attack-move-sfx-compressed/flying/oblivion-wing.ogg,2806,1.157
578,Oceanic Operetta part 1,oceanic-operetta-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Oceanic Operetta part 1.mp3,155167,attack-move-sfx-compressed/normal/oceanic-operetta-part-1.ogg,3214,1.157
579,Oceanic Operetta part 2,oceanic-operetta-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Oceanic Operetta part 2.mp3,374595,attack-move-sfx-compressed/normal/oceanic-operetta-part-2.ogg,2777,1.157
580,Oceanic Operetta part 3,oceanic-operetta-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Oceanic Operetta part 3.mp3,1203199,attack-move-sfx-compressed/normal/oceanic-operetta-part-3.ogg,2757,1.157
581,Oceanic Operetta,oceanic-operetta,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Oceanic Operetta.mp3,1539643,attack-move-sfx-compressed/normal/oceanic-operetta.ogg,3207,1.157
582,Octazooka,octazooka,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Octazooka.mp3,200069,attack-move-sfx-compressed/normal/octazooka.ogg,2791,1.157
583,Odor Sleuth,odor-sleuth,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Odor Sleuth.mp3,223061,attack-move-sfx-compressed/normal/odor-sleuth.ogg,2856,1.157
584,Ominous Wind,ominous-wind,ghost,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ominous Wind.mp3,259635,attack-move-sfx-compressed/ghost/ominous-wind.ogg,2814,1.157
585,Origin Pulse,origin-pulse,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Origin Pulse.mp3,329643,attack-move-sfx-compressed/normal/origin-pulse.ogg,2750,1.157
586,Outrage,outrage,dragon,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Outrage.mp3,261714,attack-move-sfx-compressed/dragon/outrage.ogg,2746,1.157
587,Overheat,overheat,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Overheat.mp3,267986,attack-move-sfx-compressed/fire/overheat.ogg,2729,1.157
588,Pain Split,pain-split,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Pain Split.mp3,177084,attack-move-sfx-compressed/normal/pain-split.ogg,2738,1.157
589,Parabolic Charge,parabolic-charge,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Parabolic Charge.mp3,334875,attack-move-sfx-compressed/normal/parabolic-charge.ogg,2775,1.157
590,Parting Shot,parting-shot,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Parting Shot.mp3,188582,attack-move-sfx-compressed/normal/parting-shot.ogg,2821,1.157
591,Pay Day,pay-day,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Pay Day.mp3,243951,attack-move-sfx-compressed/normal/pay-day.ogg,2807,1.157
592,Payback,payback,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Payback.mp3,222008,attack-move-sfx-compressed/normal/payback.ogg,2732,1.157
593,Peck,peck,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Peck.mp3,147814,attack-move-sfx-compressed/normal/peck.ogg,2572,1.156
594,Perish Song,perish-song,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Perish Song.mp3,306653,attack-move-sfx-compressed/normal/perish-song.ogg,2816,1.157
595,Petal Blizzard,petal-blizzard,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Petal Blizzard.mp3,257549,attack-move-sfx-compressed/ice/petal-blizzard.ogg,2799,1.157
596,Petal Dance,petal-dance,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Petal Dance.mp3,219926,attack-move-sfx-compressed/grass/petal-dance.ogg,2822,1.157
597,Phantom Force part 1,phantom-force-part-1,ghost,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Phantom Force part 1.mp3,165610,attack-move-sfx-compressed/ghost/phantom-force-part-1.ogg,2725,1.157
598,Phantom Force part 2,phantom-force-part-2,ghost,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Phantom Force part 2.mp3,264875,attack-move-sfx-compressed/ghost/phantom-force-part-2.ogg,2852,1.157
599,Phantom Force,phantom-force,ghost,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Phantom Force.mp3,333824,attack-move-sfx-compressed/ghost/phantom-force.ogg,2735,1.157
600,Photon Geyser,photon-geyser,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Photon Geyser.mp3,379800,attack-move-sfx-compressed/normal/photon-geyser.ogg,2833,1.157
601,Pin Missile 1hit,pin-missile-1hit,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Pin Missile 1hit.mp3,163512,attack-move-sfx-compressed/normal/pin-missile-1hit.ogg,2674,1.157
602,Pin Missile 2hits,pin-missile-2hits,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Pin Missile 2hits.mp3,272183,attack-move-sfx-compressed/normal/pin-missile-2hits.ogg,2684,1.157
603,Plasma Fist,plasma-fist,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Plasma Fist.mp3,357853,attack-move-sfx-compressed/normal/plasma-fist.ogg,2753,1.157
604,Play Nice,play-nice,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Play Nice.mp3,249180,attack-move-sfx-compressed/ice/play-nice.ogg,2748,1.157
605,Play Rough,play-rough,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Play Rough.mp3,201116,attack-move-sfx-compressed/fairy/play-rough.ogg,2895,1.157
606,Pluck,pluck,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Pluck.mp3,146772,attack-move-sfx-compressed/normal/pluck.ogg,2492,1.144
607,Poison Fang,poison-fang,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Poison Fang.mp3,202163,attack-move-sfx-compressed/poison/poison-fang.ogg,2779,1.157
608,Poison Gas part 1,poison-gas-part-1,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Poison Gas part 1.mp3,184412,attack-move-sfx-compressed/poison/poison-gas-part-1.ogg,2748,1.157
609,Poison Gas,poison-gas,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Poison Gas.mp3,266945,attack-move-sfx-compressed/poison/poison-gas.ogg,2710,1.157
610,Poison Jab,poison-jab,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Poison Jab.mp3,257541,attack-move-sfx-compressed/poison/poison-jab.ogg,2802,1.157
611,Poison Powder part 1,poison-powder-part-1,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Poison Powder part 1.mp3,208451,attack-move-sfx-compressed/poison/poison-powder-part-1.ogg,2735,1.157
612,Poison Powder,poison-powder,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Poison Powder.mp3,285759,attack-move-sfx-compressed/poison/poison-powder.ogg,2763,1.157
613,Poison Sting,poison-sting,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Poison Sting.mp3,154100,attack-move-sfx-compressed/poison/poison-sting.ogg,2920,1.157
